KIAA0245 gene,D87432_at,-8,A,-50,A,127,P,89,P,93,A,179,P,52,P,23,A,111,A,-219,A,103,A,-66,A,104,M,200,P,29,A,264,P,184,P,7,A,83,P,-49,M,-88,A,-132,A,-178,A,116,A,-100,A,134,P,-305,A,-69,A,206,P,-31,A,-240,A,-114,A,-120,A,-106,A,-232,A,-9,A,-149,A,-170,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0246 gene; partial cds,D87433_at,-748,A,-195,A,-418,A,-37,A,252,A,-97,A,-77,A,308,A,-238,A,-147,A,-112,A,2020,P,-10,A,-201,A,-44,A,-182,A,-216,A,98,A,-104,A,-532,A,38,A,57,A,-387,A,-19,A,3548,P,-107,A,14,A,2228,P,264,A,1487,P,688,A,-165,A,242,A,-17,A,4921,P,2562,P,237,A,83,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0247 gene,D87434_at,228,A,444,P,91,A,232,P,260,P,90,A,203,A,223,P,155,A,224,A,150,P,212,P,422,P,239,P,330,P,225,P,236,P,269,P,254,P,421,P,684,P,838,P,136,P,270,P,28,A,256,P,289,P,251,P,180,P,1110,P,1297,P,706,P,400,P,187,P,176,P,232,A,413,A,1002,P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARF3 ADP-ribosylation factor 3,D87435_at,820,A,313,A,870,A,560,A,562,A,499,A,920,A,1004,A,723,A,315,A,605,A,-4,A,325,A,503,A,433,A,713,A,272,A,513,P,397,A,415,A,106,A,646,A,151,A,737,A,485,A,330,A,569,A,387,A,622,A,941,A,324,A,812,A,798,A,82,A,402,A,753,A,374,A,940,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0249 gene,D87436_at,153,A,104,P,109,A,313,P,237,A,32,A,243,A,242,P,146,A,93,P,19,A,10,A,193,A,204,A,243,P,256,P,283,P,116,A,342,P,659,P,321,P,109,A,62,A,176,A,87,P,157,A,-43,A,75,A,52,A,41,A,335,P,275,P,125,A,197,P,118,A,139,P,37,P,189,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0250 gene,D87437_at,814,P,1290,P,1269,P,988,P,674,A,842,P,1120,P,971,A,1119,P,954,A,1293,P,478,A,1291,P,1078,P,980,P,961,P,975,P,518,A,1063,P,2041,P,427,P,1628,P,955,P,909,A,463,A,542,P,577,M,648,A,1137,P,1214,P,1174,P,1325,P,767,A,639,A,1209,P,1030,A,947,A,924,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0251 gene; partial cds,D87438_at,970,P,292,A,870,A,656,P,512,P,337,A,1448,P,262,A,356,A,316,A,358,P,250,A,1100,P,432,P,443,P,974,P,675,P,726,P,463,M,593,P,356,A,923,P,265,A,748,P,209,A,485,A,355,A,738,A,807,A,585,M,344,M,710,P,490,A,218,P,75,A,482,A,577,A,627,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0252 gene; partial cds,D87440_at,-0,A,73,P,-177,A,20,P,81,P,-26,A,-70,A,-133,A,-38,M,-20,A,221,P,-45,A,133,P,37,P,33,A,21,P,13,A,73,P,42,M,241,P,441,P,95,M,-45,A,105,P,-126,A,-104,A,-178,A,-142,A,-165,A,-164,A,6,A,48,A,-37,P,218,P,-164,A,-91,A,-69,M,-70,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0253 gene; partial cds,D87442_at,1199,M,467,M,1088,A,1711,A,550,P,1123,A,1729,M,1245,A,1251,A,1004,A,374,A,924,M,971,M,432,M,562,P,792,P,493,P,903,P,492,A,766,P,148,P,918,A,834,A,1031,P,911,M,705,A,120,M,1321,M,1267,P,1877,P,775,M,1345,A,1291,M,479,P,839,P,1772,P,1353,M,555,M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0254 gene,D87443_at,-139,A,-82,A,-383,A,-123,A,57,P,-23,A,204,P,214,A,-113,A,-48,A,-69,A,-10,A,-10,A,-25,A,-93,A,2,A,294,P,-36,A,-73,A,77,P,-83,A,-83,A,-41,A,-138,A,24,A,-188,A,-104,A,-158,A,-33,A,-188,A,43,A,-26,A,-145,A,37,A,204,A,168,A,66,A,-122,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0255 gene,D87444_at,-5,A,73,A,163,A,41,A,63,P,76,A,45,A,344,A,123,A,165,A,40,A,25,A,125,A,213,A,-5,P,86,A,-150,A,73,A,30,A,264,A,-12,A,112,A,79,A,-61,A,30,A,96,A,170,A,344,A,151,A,299,A,-241,A,34,A,30,A,30,A,278,A,136,A,49,A,358,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0256 gene,D87445_at,136,A,105,A,233,A,190,M,209,P,174,A,220,A,385,P,217,P,193,A,232,P,135,A,295,P,199,P,170,P,315,P,592,P,174,A,94,A,666,P,428,P,234,P,140,A,284,P,288,P,169,P,328,P,284,A,298,A,347,A,195,A,261,P,303,P,145,P,245,A,160,A,258,A,348,P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0257 gene; partial cds,D87446_at,305,P,307,P,143,P,282,P,389,P,48,A,201,P,314,P,248,P,82,P,164,P,37,A,492,P,392,P,367,P,236,P,689,P,281,P,191,P,903,P,617,P,36,A,106,A,579,P,163,P,164,P,209,P,144,P,165,P,166,P,88,P,56,A,19,A,113,A,133,P,173,P,216,P,12,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0258 gene,D87447_at,233,A,169,P,182,A,155,A,313,A,138,P,221,A,185,A,292,A,131,A,121,A,94,A,418,P,87,A,226,P,285,A,73,P,236,P,268,A,1286,A,857,A,273,A,180,P,160,A,283,P,397,P,137,A,204,A,161,A,158,A,197,A,436,A,165,A,213,P,180,A,143,A,303,A,88,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0259 gene; partial cds,D87448_at,90,P,138,P,158,P,205,P,213,P,154,P,8,A,95,P,124,P,103,P,47,A,24,A,459,P,194,P,114,P,119,P,619,P,98,P,83,M,447,P,276,P,-57,A,70,A,293,P,76,A,76,P,-29,A,47,A,24,A,80,P,5,M,45,A,132,P,85,P,-204,A,-53,A,25,A,7,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0260 gene; partial cds,D87449_at,244,A,269,P,168,A,344,P,171,P,32,A,341,A,347,P,165,P,-100,A,137,P,123,A,127,A,223,P,250,A,348,P,267,A,353,P,206,A,553,P,333,P,282,A,100,A,346,P,115,P,267,A,240,A,35,A,-16,A,185,A,252,P,336,P,236,M,109,A,50,A,-35,A,115,A,124,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0261 gene; partial cds,D87450_at,120,A,252,P,261,P,306,P,464,P,87,A,216,P,169,P,279,P,78,A,416,P,53,A,564,P,316,P,421,P,313,P,841,P,257,P,240,P,1163,P,597,P,193,P,115,A,596,P,129,A,75,A,363,P,123,A,302,P,203,P,127,P,243,P,135,P,231,P,151,P,98,P,163,P,300,P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0262 gene,D87451_at,1168,P,1833,P,1448,P,1234,P,1375,P,990,A,1508,A,2182,P,1991,P,1442,P,2609,P,672,P,1478,P,1696,P,992,P,1349,P,1653,A,1626,P,1494,P,3237,P,792,P,965,P,1005,P,884,A,1679,P,1346,P,588,A,2203,P,750,P,2437,P,3492,P,2666,P,2065,P,1076,P,1660,P,966,A,1822,P,2603,P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0263 gene,D87452_at,220,A,273,A,1,A,391,A,635,P,346,A,504,P,463,A,359,P,298,A,700,P,-17,A,772,P,347,P,767,P,489,P,657,A,169,P,488,P,1730,P,272,P,408,A,260,A,848,P,197,A,678,A,312,A,446,M,206,A,148,A,461,P,527,P,219,A,829,P,182,A,-139,A,194,M,425,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0264 gene; partial cds,D87453_at,336,P,252,P,321,A,606,P,827,P,229,A,457,P,227,A,899,P,373,A,509,P,84,A,441,P,466,P,525,P,500,P,624,P,545,P,607,P,1302,P,79,A,155,A,250,A,600,P,264,A,531,P,316,A,440,A,180,A,288,A,212,A,163,A,436,P,289,P,427,P,245,P,83,A,211,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0265 gene; partial cds,D87454_at,-1896,A,-2222,A,-427,A,-3261,A,-1157,A,-2329,A,-2332,A,-2211,A,-2816,A,-2009,A,-1949,A,-1815,A,-1242,A,-2072,A,-1679,A,-1682,A,-3936,A,-1767,A,-1587,A,-2678,A,-1372,A,-2401,A,-2317,A,-1615,A,-1335,A,-1373,A,-3149,A,-2689,A,-2212,A,-2205,A,-2454,A,-1522,A,-2488,A,-899,A,-2862,A,-3508,A,-2872,A,-3892,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0266 gene,D87455_at,399,P,399,P,366,P,383,P,398,P,208,P,273,A,439,A,333,P,243,A,320,P,44,A,566,P,327,A,342,P,422,P,819,P,289,P,441,P,1512,P,83,A,75,A,132,A,436,P,131,A,263,A,378,A,397,A,254,A,207,A,228,A,205,A,238,P,150,A,200,A,274,A,196,A,329,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0281 gene,D87457_at,79,A,-34,A,70,A,26,A,160,A,-56,A,48,A,-89,A,65,A,-130,A,144,P,11,A,182,A,53,A,51,A,120,A,75,A,251,P,110,A,-83,A,1,A,-146,A,-49,A,36,A,-18,A,-20,A,-143,A,-90,A,-180,A,-40,A,-125,A,-122,A,70,A,-91,A,-142,A,132,A,176,A,-77,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0282 gene; partial cds,D87458_at,-89,A,18,A,11,A,5,A,-20,A,-40,A,-95,A,-65,A,-36,A,-62,A,-16,A,-47,A,2,A,9,A,-66,A,67,A,-28,A,-42,A,24,A,12,A,7,A,35,A,-17,A,-39,A,-76,A,-81,A,-145,A,10,A,-62,A,-8,A,-8,A,-56,A,4,A,7,A,-38,A,-61,A,-56,A,-62,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0269 gene,D87459_at,230,P,10,A,85,P,314,P,78,P,55,A,87,P,118,P,70,A,67,P,37,M,1,A,393,P,27,A,293,P,62,P,697,P,-3,A,82,A,167,P,141,A,64,A,-75,A,185,P,-3,A,42,P,57,A,52,P,117,P,-8,A,-6,A,-18,A,34,A,38,A,-2,A,45,A,30,A,65,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0270 gene; partial cds,D87460_at,1027,A,1359,P,1270,A,1112,P,742,A,606,A,1223,A,1458,P,887,M,772,A,509,A,625,A,605,A,454,A,241,A,1002,A,970,P,687,A,1894,P,2145,P,528,P,950,A,592,A,632,A,607,A,1279,P,812,A,1030,A,1019,A,884,A,624,A,387,A,1004,M,187,A,516,A,801,M,726,A,1496,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0271 gene,D87461_at,41,A,155,A,-30,A,14,A,111,A,-81,A,26,A,23,A,115,A,21,A,-11,A,18,A,107,A,-25,A,-33,A,-9,A,49,A,4,A,212,A,120,M,-44,A,-20,A,-47,A,-53,A,-2,A,6,A,1,A,55,A,33,A,7,A,53,A,62,A,117,A,77,A,22,A,92,A,-9,A,25,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0272 gene; partial cds,D87462_at,729,A,1140,P,950,M,670,A,792,A,946,P,683,P,2060,A,809,P,822,A,612,P,1115,P,675,P,1146,A,691,M,551,A,591,P,552,M,1268,P,1298,A,444,A,530,A,1200,A,541,P,204,A,464,P,350,A,1955,P,1702,A,529,A,986,P,833,M,982,P,486,P,616,A,1178,A,864,A,683,M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0273 gene,D87463_at,-121,A,-16,A,-132,A,-122,A,-149,A,-254,A,-33,A,37,A,-90,A,-86,A,-69,A,-127,A,-66,A,-92,A,-75,A,-65,A,-258,A,-72,A,12,A,-185,A,-93,A,-58,A,-87,A,-85,A,-73,A,-113,A,-143,A,-73,A,-67,A,-189,A,-84,A,-71,A,-66,A,-166,A,-156,A,-115,A,-81,A,-149,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0274 gene,D87464_at,86,A,135,M,578,P,156,A,226,A,144,P,104,A,335,P,424,P,71,A,92,A,-7,A,392,P,179,P,200,A,266,P,648,P,146,A,63,A,556,P,331,P,13,A,-24,A,392,A,166,A,141,A,87,A,324,A,175,P,389,A,-40,A,62,A,-10,A,103,A,83,A,134,A,33,A,3,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0275 gene,D87465_at,652,P,1100,P,351,P,50,A,165,A,72,A,-102,A,208,M,882,P,373,P,57,A,35,A,400,P,4797,P,198,P,1557,P,238,A,480,P,422,P,100,A,272,P,41,A,330,P,166,A,143,A,637,P,287,A,192,A,177,A,237,A,65,A,-22,A,170,A,82,A,120,M,-20,A,549,P,106,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0276 gene; partial cds,D87466_at,420,P,176,P,286,A,348,P,270,P,231,M,216,P,292,P,305,P,159,A,292,P,109,A,610,P,298,P,212,P,409,P,452,P,206,P,276,P,633,P,287,P,130,A,180,P,441,P,168,A,171,P,195,P,227,P,372,P,212,P,179,A,251,P,181,P,150,P,31,P,258,P,267,P,111,P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0277 gene,D87467_at,279,M,148,A,399,P,439,A,203,P,266,P,292,A,380,P,311,P,243,P,288,P,275,A,157,A,282,P,230,P,307,P,152,P,172,P,223,P,218,P,357,P,218,A,568,P,199,A,188,P,191,P,330,P,327,P,245,A,203,M,253,A,251,A,203,A,110,A,258,P,451,P,281,A,271,M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0278 gene; partial cds,D87468_at,287,A,-16,A,407,A,-220,A,-40,A,-37,A,-127,A,332,A,-62,A,-169,A,292,A,-255,A,-111,A,16,A,-81,A,29,A,-52,A,-74,A,73,A,100,A,258,A,380,A,-214,A,-107,A,121,A,-87,A,-53,A,-73,A,127,A,218,A,543,A,17,A,71,A,114,A,272,A,-13,A,-166,A,283,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0279 gene; partial cds,D87469_at,233,P,357,P,293,A,363,P,160,P,81,P,677,P,769,P,466,P,155,A,230,P,208,P,197,P,259,P,189,P,32,A,166,P,193,A,234,P,285,P,434,P,330,P,246,P,414,P,281,A,121,A,264,A,282,A,637,P,315,A,207,A,281,A,97,A,27,A,378,A,241,A,148,A,182,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0280 gene; partial cds,D87470_at,140,A,158,A,144,A,55,A,22,A,167,A,213,A,67,A,273,M,8,A,111,P,71,A,124,P,117,A,222,P,105,P,91,A,30,A,85,P,156,A,359,P,100,A,104,A,255,M,-18,A,60,M,122,A,20,A,108,A,50,A,106,A,67,A,99,A,7,A,38,A,149,A,208,A,124,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Heat shock transcription factor 4,D87673_at,1001,A,870,P,786,A,1010,P,840,P,681,P,1275,P,1328,A,1188,A,696,P,353,A,806,P,65,P,648,A,826,P,560,P,1130,A,787,A,-57,A,1193,A,446,A,1127,A,1041,P,479,A,869,A,395,A,1333,A,814,P,536,A,893,A,1168,A,955,A,726,A,599,A,724,A,829,A,1283,A,1116,P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0241 gene; partial cds,D87682_at,24,A,-174,A,11,A,-138,A,-2,A,-87,A,77,A,-188,A,79,A,9,A,26,A,-132,A,-5,A,111,A,10,A,74,A,277,A,66,A,44,A,132,A,1,A,-18,A,-136,A,-6,A,-35,A,25,A,7,A,27,A,100,A,-279,A,-21,A,105,A,-117,A,10,A,-188,A,13,A,104,A,-93,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0243 gene; partial cds,D87683_at,110,A,91,A,82,A,102,P,68,A,197,P,72,A,104,P,150,A,18,A,93,A,43,A,78,A,187,P,81,A,65,A,121,A,79,A,29,A,207,P,346,P,-14,A,136,A,104,A,83,A,19,A,78,A,69,A,86,A,0,A,48,A,118,A,107,A,17,A,-27,A,49,A,109,A,63,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0242 gene; partial cds,D87684_at,503,P,789,P,579,P,283,P,656,P,256,P,238,P,388,P,629,P,314,P,1135,P,217,P,1009,P,777,P,677,P,493,P,1256,P,372,P,328,P,2221,P,1425,P,474,P,243,A,704,P,292,P,279,P,273,P,689,P,339,P,343,P,319,P,839,P,252,P,459,P,315,P,374,P,499,P,432,P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0244 gene; partial cds,D87685_at,86,A,124,P,163,P,140,P,140,P,35,A,57,A,55,A,112,P,93,P,227,P,68,A,319,P,199,P,88,A,129,P,469,P,93,A,40,P,336,P,298,P,113,P,37,A,230,P,92,A,106,P,62,A,33,A,-24,A,56,A,88,A,204,P,160,P,119,P,134,P,61,A,62,A,128,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAG-isl 7 {trinucleotide repeat-containing sequence} [human; pancreas; mRNA Partial; 701 nt],D87735_at,6251,P,9740,P,6722,P,9620,P,11512,P,6271,P,6443,P,8965,P,9981,P,7923,P,8510,P,9858,P,8126,P,8726,P,10442,P,9351,P,7127,P,8475,P,8545,P,13644,P,13331,P,8317,P,7295,P,9803,P,10695,P,6992,P,7742,P,10096,P,7641,P,8076,P,10442,P,11720,P,9391,P,12366,P,9203,P,12368,P,8615,P,11235,P;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0268 gene; partial cds,D87742_at,94,A,112,A,126,A,171,A,176,P,71,A,152,A,191,A,100,A,51,A,114,P,61,A,137,A,79,A,126,P,168,A,133,A,112,P,109,P,283,P,94,A,81,A,176,P,224,P,87,A,93,A,300,A,72,A,62,A,64,A,39,A,139,A,183,P,61,A,-99,A,48,A,59,A,28,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0267 gene; partial cds,D87743_at,251,A,148,P,240,A,92,A,173,P,97,A,161,P,212,A,311,A,-4,A,201,A,87,A,523,P,176,P,164,A,81,A,309,P,51,A,163,A,264,P,187,A,120,A,94,A,220,P,70,A,159,P,194,A,208,A,64,A,317,A,191,A,212,P,125,A,167,P,195,A,215,A,109,A,136,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Platelet-activating factor acetylhydrolase 2,D87845_at,79,A,352,P,265,P,349,P,181,P,320,P,315,P,341,P,69,A,125,P,136,P,206,A,111,A,145,A,141,A,168,P,157,P,191,P,235,A,109,A,156,A,189,M,224,A,190,M,277,A,146,P,164,M,247,A,189,A,101,A,316,P,227,P,298,P,-1,A,222,P,241,A,223,A,260,P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GB DEF = Alpha(1;2)fucosyltransferase; 5'UTR partial sequence,D87937_at,61,A,939,A,281,P,169,P,212,P,40,A,43,A,217,P,-2,A,39,A,321,P,-25,A,101,A,623,A,105,A,133,A,870,P,85,A,241,A,484,A,635,P,337,A,184,A,279,P,257,P,588,A,81,A,-53,A,125,A,579,P,897,A,934,A,30,A,619,P,1229,A,71,A,-1,A,55,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTP,D87953_at,952,P,1490,P,1277,P,1358,P,1403,P,796,P,1308,P,1142,P,1281,P,1106,P,923,P,2662,P,1354,P,957,P,1080,P,1001,P,2108,P,570,P,960,P,1308,P,879,P,2520,P,636,P,1304,P,1582,P,1149,P,780,P,1643,P,1293,P,2883,P,1472,P,2198,P,1833,P,1101,P,2718,P,1412,P,920,P,3221,P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Male foreskin fibroblast DNA for protein involved in sexual development,D87957_at,-218,A,-171,A,-198,A,-350,A,-133,A,-161,A,-366,A,-413,A,-198,A,-96,A,-121,A,-188,A,-186,A,-246,A,-46,A,-181,A,-222,A,-182,A,-149,A,-69,A,-204,A,-309,A,-241,A,-177,A,-150,A,-188,A,-530,A,-423,A,-132,A,-160,A,-405,A,-396,A,-278,A,-97,A,-86,A,-381,A,-341,A,-234,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CMP-sialic acid transporter,D87969_at,314,P,115,P,257,A,199,P,419,P,69,A,194,P,212,P,70,P,128,A,99,A,-17,A,488,P,301,P,285,P,269,P,739,P,108,P,235,A,1066,P,193,M,43,A,180,A,348,P,154,P,139,P,64,M,122,P,12,A,195,A,136,P,113,P,64,A,79,P,52,P,53,A,165,P,120,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UDP-galactose transporter related isozyme 1,D87989_at,690,A,757,A,749,A,792,A,904,P,346,A,628,A,395,A,863,P,506,A,495,A,423,A,972,P,439,A,910,P,731,P,598,A,387,A,602,A,1158,P,662,P,865,P,336,A,676,P,504,P,444,A,391,A,724,A,413,A,1109,P,1320,P,790,P,815,A,543,P,1450,P,851,A,516,A,1443,P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UDP-galactose transporter 2,D88146_at,-69,A,-70,A,-740,A,-35,A,-292,A,-556,A,-16,A,-259,A,-765,A,-150,A,-323,A,-340,A,-494,A,-408,A,-373,A,-282,A,-623,A,-328,A,-298,A,-762,A,-378,A,-623,A,-550,A,-189,A,-506,A,-591,A,-117,A,-828,A,-351,A,-14,A,-524,A,-159,A,-765,A,-146,A,-67,A,31,A,-56,A,-1093,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Acetyl-coenzyme A transporter,D88152_at,-30,A,-12,A,-85,A,-44,A,19,A,-126,A,-36,A,-61,A,-54,A,-72,A,-58,A,-27,A,2,A,3,A,13,A,-29,A,18,A,-35,A,-32,A,93,A,-6,A,-40,A,-17,A,-71,A,-64,A,-68,A,-137,A,-100,A,-100,A,-152,A,-22,A,-31,A,-48,A,-54,A,-55,A,-48,A,-72,A,-150,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Retina-specific amine oxidase,D88213_at,351,A,383,P,701,P,263,A,306,M,218,A,455,A,236,A,519,P,293,A,268,P,183,P,293,P,250,P,179,A,404,A,579,P,280,A,237,A,410,P,281,M,379,P,330,P,449,P,246,A,361,M,650,P,380,A,415,A,527,P,450,P,264,A,370,M,190,A,360,A,244,A,311,P,621,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GB DEF = (lambda) DNA for immunoglobin light chain,D88270_at,1965,P,198,A,579,A,4881,P,3383,P,3,A,1507,P,1248,P,41,A,365,P,39,A,712,A,7509,P,26,A,5394,P,3809,P,-68,A,19,A,67,A,1105,P,9453,P,4328,P,-11,A,4110,P,5119,P,7600,P,3780,P,114,A,33,A,21,A,130,A,-4,A,168,A,59,A,51,A,170,A,146,A,187,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Proteasome inhibitor hPI31 subunit,D88378_at,266,A,173,M,241,A,79,A,185,P,-19,A,58,A,149,P,256,P,137,A,163,P,45,A,200,P,160,P,186,P,170,A,215,A,23,A,146,P,405,P,189,A,113,P,176,A,239,P,126,P,149,P,233,A,111,A,144,A,97,A,97,A,203,P,138,A,97,A,102,P,100,P,119,P,145,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CYSTATIN A,D88422_at,161,A,588,P,207,A,82,A,337,P,200,A,55,A,121,A,127,A,272,P,37,A,306,A,44,M,328,A,128,P,133,A,71,A,-7,A,69,A,-9,A,126,A,43,A,77,A,177,A,17,A,78,A,137,A,728,P,853,P,7109,P,3844,P,1507,P,262,P,1567,P,9600,P,894,P,347,P,1013,P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GB DEF = N-WASP,D88460_at,-280,A,-104,A,-181,A,-72,A,-93,A,-305,A,-231,A,-271,A,-78,A,-135,A,-57,A,-139,A,-205,A,-107,A,-70,A,-189,A,-150,A,-213,A,-278,A,-159,A,-172,A,-143,A,-134,A,-359,A,-197,A,-123,A,-136,A,-222,A,-252,A,-143,A,-102,A,-89,A,-206,A,-153,A,-37,A,-85,A,-230,A,-72,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P55pik,D88532_at,106,A,-38,A,-60,A,44,A,17,A,-104,A,-119,A,-175,A,49,A,-166,A,-74,A,58,P,-73,A,15,A,-78,A,55,A,115,A,20,A,-33,A,-13,A,51,A,78,A,34,A,27,A,0,A,14,A,-178,A,-30,A,-7,A,136,A,235,A,-24,A,-3,A,-81,A,45,A,-137,A,151,A,159,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HGCMa,D88613_at,727,A,414,A,558,A,592,A,292,M,638,P,719,A,865,P,481,P,248,A,451,A,455,A,167,A,523,P,234,A,322,A,299,A,175,A,180,P,196,A,286,P,485,P,590,A,364,A,369,A,272,P,557,P,566,A,625,A,427,P,467,P,758,A,447,P,93,A,534,A,396,P,383,A,689,P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cerebroside sulfotransferase,D88667_at,-1651,A,-849,A,-2416,A,-1096,A,-493,A,-881,A,-1063,A,-1052,A,-783,A,-452,A,-1306,A,-731,A,-1071,A,-1412,A,-428,A,-1029,A,-488,A,-407,A,-572,A,-694,A,-773,A,-748,A,-818,A,-567,A,-1134,A,-911,A,-921,A,-1544,A,-654,A,-878,A,-902,A,-2099,A,-702,A,-163,A,-953,A,-731,A,-671,A,-956,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GB DEF = Cadherin; partial cds,D88795_at,82,A,-21,A,175,A,-6,A,16,A,26,A,-5,A,100,A,71,A,9,A,7,A,102,A,6,A,-4,A,-46,A,63,A,-26,A,65,M,-22,A,58,A,69,A,115,A,134,A,142,A,-31,A,124,P,81,A,66,A,360,A,-4,A,31,A,6,A,85,A,22,A,105,P,73,A,40,A,-48,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GB DEF = Cadherin; partial cds,D88797_at,108,A,117,A,218,P,152,P,125,P,101,P,146,P,56,A,92,A,111,P,126,P,83,A,107,A,107,P,71,P,26,P,91,A,116,P,86,A,76,P,-32,A,181,P,188,P,206,P,95,P,109,P,323,P,132,P,132,P,98,A,121,P,133,P,68,P,67,A,121,A,291,P,132,P,182,P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GB DEF = Cadherin; partial cds,D88799_at,121,A,-85,A,-72,A,142,A,74,A,136,A,102,A,376,A,-105,A,49,M,-108,A,153,A,-87,A,80,A,55,A,50,A,-372,A,-26,A,45,A,-81,A,2,A,120,A,201,A,34,A,177,A,-14,A,-46,A,-59,A,235,A,-144,A,133,A,34,A,12,A,55,A,89,A,183,A,180,A,118,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neuroblastoma,D89016_at,1069,A,1062,A,575,A,544,A,694,M,464,A,1240,A,1232,A,1075,A,568,A,829,A,548,A,538,P,762,A,817,A,1124,P,1505,A,714,P,769,A,1469,P,765,A,1109,A,170,A,508,P,739,A,517,A,1068,A,747,A,779,A,1590,A,1254,A,841,A,1046,A,535,P,1136,A,749,A,608,A,746,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lectin-like oxidized LDL receptor,D89050_at,-150,A,-121,A,-327,A,-139,A,-140,A,39,A,-245,A,-104,A,-135,A,-82,A,-74,A,-58,A,-130,A,-161,A,-84,A,-173,A,-492,A,-112,A,-74,A,-356,A,-63,A,-145,A,-224,A,-206,A,-257,A,-227,A,-306,A,-46,A,-117,A,-19,A,-172,A,-371,A,-218,A,-167,A,-121,A,-115,A,-181,A,5,A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
